,text
22482,"@AspirantJee <br>Bro<br>Beleive me , gate ka 10% syllabus bhi nhi h JEE ka or competition v bahut high h....mene dono diye h<br>Isliye bta rha hu"
22483,Gate exam is way far tougher than JEE advance
22484,"Gate related info  <a href=""https://www.youtube.com/channel/UCemoX768tacPDyFV838p3KQ/featured"">https://www.youtube.com/channel/UCemoX768tacPDyFV838p3KQ/featured</a>"
22485,"<a href=""https://youtube.com/shorts/KMZTKWy5OzY?feature=share"">https://youtube.com/shorts/KMZTKWy5OzY?feature=share</a> top motivation video for why IIT 🔥🔥🔥🤞by jeetu bhaiya 🔥🔥🔥🔥😎"
22486,ACCURACY  IS MORE IMPORTANT  .
22487,Amit sir is looking very similar to Rajkumar Rao .🤔
22488,Name of this sir
22489,@Borenya Boruah ha bhai
22490,Mtech mein nehi.. Msc mein..for maths
22491,ashish aggrawal sir ki rank 1 ayi thi msc me 4 iits me unki bhi same story he
22492,Kya physics wallah gate prepration start kar sakta h
22493,LOOKING SOUTHINDIA SUPERSTAR😎😎
22494,😂😂 sala neet ka cutoff high rhta hai JEE ka Kam rhta hai isliye Kam marks Mai bhi ache college mil jate hai
22495,NEET Mai 75% attempts Karo<br>Maja ajayega<br>All the best..
22496,In technical ??
22497,NEET Mai 75% attempts Karo<br>Maja ajayega<br>All the best..
22498,My maternal uncle cracked it within AIR-98 🤣🤣🤣. <br>It&#39;s nothing that much hard
22499,"Sir, PW GATE ka content kb layega  ?"
22500,@King Kong 381 kuch ni hoga 75 percent se
22501,NEET Mai 75% attempts Karo<br>Maja ajayega<br>All the best..
22502,I failed 2 times gate exam but  this year i gonna give exam with proper strategy
22503,Sir mere pdos wale bhaiya ka 48th rank h GATE me unke frnd ka 1st
22504,Raj Kumar rao in pw
22505,Sir aisa mere sath bhi hua hai
22506,Why are u guys so adamant to find which is the toughest. Every exam has their own level of difficulty and different skills. Obviously post graduation exams are tough since we are in a age of maturity and we make our own decisions not like in school time. Most of us are pressurized to write jee or neet ug exams by parents even if we don&#39;t know the syllabus so the number of participants is going to be more. That doesn&#39;t mean everyone is passionate about writing entrance exam after plus two. But the scenario is different after we graduate we don&#39;t have much options and we are in a position to mold our own future. So it all depends on various factors.<br> I don&#39;t know who came with these labelling  systems lol. People who are saying Google are dumbass. Even anyone can make a website and post something that doesn&#39;t mean it&#39;s a fact
22507,Sir gate se tough neet pg aur inicet exam hota hai aiims for post graduation
22508,Raj kumar roy 😘😘😘😘😘😘i love you❤❤ sirji
22509,Gate me 98% attempt krne ka mtlb h selection ni hona 😂😂😂 Attempt ni kiya hoga aisehi tukke lagae h even rank 1 itna attempt ni kr paate
22510,@Pr3 means?
22511,No one cares unlike your ego😂
22512,Gate is easier than jee advance
22513,Inferior self oriented
22514,@sammyak lokhande hi
22515,😂😂😂
22516,From rajkumar Rao to Sunil sheety<br>Real struggle lmao😂😂
22517,Chota? 😃😃😃😃
22518,chota?🤣
22519,Sir jab aapne GATE qualify kiya hai to aap is chote se institute mein kyo ?
22520,@Rishi rajput ..if one can work hard then nothing is tough
22521,@Rishi rajput i Said it&#39;s quite tough in technical than general subject
22522,@ARINDAM BARAI nhi hota hy
22523,@ARINDAM BARAI true
22524,Are bhai technical me tough hota hai
22525,Tough ni hota sir .main physics main gate 3 bar clear kia h succussivly .with rank under 400 .but congax to you .
22526,Hi
22527,Aap beech beech me niche kya dekh rhe ho..
22528,"<a href=""http://www.youtube.com/results?search_query=%23les"">#Les</a> traemos estos nuevos conjuntos que explotan 🔥"
22529,"<a href=""https://youtu.be/BrCi2zgp5hk"">https://youtu.be/BrCi2zgp5hk</a>"
22530,"Sir aur <a href=""http://www.youtube.com/results?search_query=%23sunil_grover"">#Sunil_Grover</a> vai vai lage..... Actor"
22531,Sir amit baba banne ki taiyyari kr rahe haii!!😂
22532,Sir 20 saal se toh padha rahe hai lekin tab mobile todhi hote tehe
22533,"<a href=""https://youtu.be/5Bu5TsKkInM"">https://youtu.be/5Bu5TsKkInM</a>"
22534,Amit sir looking denger
22535,"IIT motivation<br><a href=""https://youtu.be/L_jK7w1SLAA"">https://youtu.be/L_jK7w1SLAA</a>"
22536,Looks like Rajkumar rao
22537,raj kumar sir
22538,Love uh sir ❤️❤️
22539,"तू मानव है मानव गुण को धारण कर <br>     मत बन बहसी <br> कुछ ऐसा काम कर , अपना नाम कर <br>      बदलाव कर  <br> तू लड़का हो या लड़की <br>भेदभाव दूर कर , अपने आध्यात्म को खड़ा कर <br>    संघर्ष कर ........ संघर्ष कर ......<br>✍️✍️✍️✍"
22540,from lakshya 2 batch 😅
22541,It&#39;s lakshya 2.0 😄
22542,Amit sir is real role model 👍🏻❤️
22543,Friend be like gazab bazti hai.yar
22544,THIS WILL HELP ME IN MY WAY TO IIT.<br>THANKS SIR
22545,😅😅 Bengaluru
22546,Sir royal challangers ke fan hai 😂
22547,Which  batch?
22548,If you need motivation for something then......
22549,Sir ka lookes mast lg rhe h
22550,💙💙❤️❤️💗❤️💓❤️💓❤️💓💙💓💙💓💓💙💓💙💓💙💓💙💓💙💓💙💓💙
22551,Amit sir-The legend and the most experienced
22552,@Prince Tiwari tera baap gate 2019 air 432 hai aur 2 times upsc cse prelims qualified jhaant k baal
22553,NITIAN hu mai .. jee easy hai chutiye.. GATE tough hai JEE SE 10 guna.. syllabus complete krne me ga** fat jayegi 15 subjects
22554,Aisa koi bohot tough nhi hota upsc aur jee 10 times tough h gate se
22555,Amit sir look op🔥💥🔥
22556,No shave November challenge
22557,I am preparing for gate but always see pw motivational videos
22558,I also in after every line....<br><br>thik hai.. thik hai.....😙😙
22559,41k views on this vedio make me worry 🙄🙄🙄
22560,Sir looks like rajkumar Rao 😍
22561,Beard 🔥🔥🔥
22562,Sir in beard💥
22563,I am a big fan of u sir......🙏🙏🙏🙏🙏🙏🙏🙏
22564,Beard op
22565,Sir ka look👌
22566,Thanks sir 🙏
22567,Are yeah 😜 toh hmare batch ke session ka h  ❤️oho yha phuch gya👀❣️
22568,Sir yahi mere sath hota hai mere friend Questions jyada karte hai
22569,Op 🔥🔥🔥
22570,@Wicked Gaming just leave tumhe nhi samaj ayega 😂😂...
22571,@D.G.M.I jo voh bol rhe hain voh bhi nhi suna kya aapne.... 🤣🤣
22572,@Wicked Gaming  you don&#39;t know what is the meaning of i think and also you don&#39;t have manner how to speak       😠😤
22573,Abe pagal voh khud ke liye soch rhe hain ki &#39;amit tera koi chance hi nhi h
22574,😂😂
22575,I think he revealed his friends name amit 🤔<br>Is it?
22576,Just like Ashish sir
22577,"Sir mysterio mt baniye , spiderman aa jaayega"
22578,Bhai Isme toh Sigma Rule Wala Song toh banta hai <br><br><br>What a savage Roast! 🙏🙏🙏
22579,Sir hum bhi gate dege
22580,Sir you are so brilliant
22581,sir ke wrist me ye patta kyu bndha rehta h
22582,Sir looking like teywin Lannister from got
22583,Sir to rawdy lg rhe h
22584,Sir flexing his rank😂
22585,Nooo he was in  Aakash preet vihar
22586,tell mi someone is amit sir iitian?
22587,jee mai tumne theek se padha nahi tha shayad tabhi itta difficult lag rha....same hi  level hota hai jee mains or gate ka
22588,Lol then why haven&#39;t you got Top 100 rank. That&#39;s where the real competition is. Keep flaunting 🤣. comparing two exams which requires entirely different skills was illogical in the first place
22589,"@Nitesh Khanna abhi nit jamshedpur ka placement jabardast hai bhai , placement ma load nai hoga bhai utna quiki circuital hai to it companies tumhe allow kr degi bus electrical branch tough hota hai bhai to tumko manage krna hoga coding bhi side by side"
22590,@Nerd Engineer ab to kaafi time ho gaya... Us time aur iss time pe kaafi antar hai...
22591,@Nitesh Khanna 6.5 lpa 2016 me
22592,Are janab kyu bacho ko bewkof bana rahe ho. Humne bhi college k sath sath gate ka exam dia tha 328 rank thi vo bhi mechanical se jisme sbse jyda bache appear hote h. Gate exam bahut easy hota hai JEE ke exam k samne. Gate k liye 4 months more than sufficient h top 50 me aane k liye. Or 511 rank gate k according achi ni mani jati.
22593,Killer look💣💣🔥🔥👑❤️
22594,Very nice 👍
22595,That is stupidity
22596,@Sunita Sawle 😂😂
22597,🤣🤣🤣
22598,100 percent attempt 😂😂😂😂😂
22599,Sir konse college ke hai?
22600,Savage beard🔥<br>Compare him with clean saved amit sir🤭🤭
22601,@Siddarth Garg IIT mein Faculty hogi...Simple
22602,AIR 40 usi tym chal jata IISC Bangalore woha reasearch acha hai... IIT Bombay bhi mil jata...
22603,Gate is world&#39;s 6th toughest exam according to AIUO.
22604,@data_analyst  a professor 😊😊
22605,Does she want to become teacher
22606,"My cousin sister got AIR 40 in GATE 2019... she did her <a href=""http://m.tech/"">M.tech</a> from IIT kharagpur and now she is studying in IISC Bangalore for Ph.D."
22607,Bhai channel Monetization ho gaya
22608,Hero jaise lag rahe hain
22609,😎🔥
22610,Handsome op sir
22611,🙄🙄🙄
22612,Yeh motivation dekhta hu 1ghante aur padhta hu 4😂😂
22613,Sir beard jodddd🔥🔥🔥🔥🔥🔥🔥🔥
22614,Sir beard is excellent
22615,Sir look is lit🔥🔥
22616,I&#39;m preparing for gate sir
22617,"Hey I will be glad if you check out my study Vlogs<br><a href=""https://youtu.be/NEg3gALB4h0"">https://youtu.be/NEg3gALB4h0</a>"
22618,@Anant Yaduvanshi accha
22619,"@Yash Upadhyay rehta mai Bareilly hu ,bhaiya nai btech kiya tha akbar Rajkiya intercollege sai"
22620,"@Anant Yaduvanshi kaha rehte ho bhai ,mai bhi akbarpur se hi hun"
22621,@Anant Yaduvanshi  ok😇
22622,"Sir my brother got IITB mtech through gate of  2019 exam, very tough exam it is🤐"
22623,Kha se aise namune aate h<br>Bhai acting nii struggle ki baat ho rhi h
22624,He looks like Technical  Guruji to me 😂😅
22625,Mera 9th drop Neet 😫
22626,Haa... &quot;Roadside rowdy&quot; movie ke actor jaisa
22627,per pankaj sir jitni nahi hehehe
22628,Sir South Indian movie ke hero bnte ja rhe hai. DASHING SIR JI!
22629,Yeh lecture dekha h mne 13nov 2021 Lakshya 2.0 neet ka h
22630,Bhaai background music nahi dala hai..
22631,@Saurabh Mishra unka branch kya hai... Unka placement hua
22632,@Nitesh Khanna iit kgp
22633,Now where he is
22634,🔥🔥
22635,My brother got AIR 73 in gate.
22636,Now he is looking like jake
22637,"@Abhijit Das achha😅, sorry"
22638,GATE hota ha
22639,GAT cource designing 🤔🤔🤔🤔🤔
22640,🤞✌👌
22641,🤣
22642,Sir just like rajkumar rao
22643,@Aditya Nandan Ashish Agarwal
22644,"@A random student bhai ,app kon ho apne bhi jee kiya hai kya"
22645,Because both are legend
22646,@Ritesh Kumar ritesh number do apna
22647,@shashwat gupta bhai number de tera nhi to insta id bta do
22648,Ashish sir&#39;s story was something same 😃😃
22649,Lakshya 2.0 video
22650,❤️
22651,Konse batch ka hai bhai??
22652,Hmm yar 😅
22653,sir looks like rajkumar rao
22654,Like Ashish sir
22655,Professional Level of trolling friends 😂😂...but Inspirational too.
22656,@Curiosity for Truth only the China class x exam and Brittain law exam complete with Indian exams
22657,@Aafrin Anish but india most difficult exam UPSC hai no 1 🥴 second jee mains n advance 🥺😐
22658,@LeafeoN aur haan ek attempt diya h maine dhang se comment toh pdle bhai
22659,@LeafeoN tum nikallo na aake waise bhi mains m 12 marks se rha tha mera.
22660,@Cheese tumse 2 baar nhi nikla isliye hard ho gya?
22661,GATE EXAM RANKS NO 3 AFTER IIT ADVANCED AND UPSC  IN TOGHNESS LEVEL
22662,@CUTE PANDA 😂
22663,@CUTE PANDA 🤣
22664,Rip for u
22665,🔥🔥
22666,my sister got 500 air in gate
22667,❤️
22668,Lagent
22669,Arre bhai koi btao amit sir pw chod diye hai ya koi dusre batch me padha rhe😩
22670,😍😍
22671,🥳🥳🥳
22672,First With 5 Others 😙
22673,Pw is the best
22674,My 1st comment 👍👍🙏🙏🙏🙏🙏
22675,🥳🥳
22676,Nice DP 🙃
22677,First comment
22678,First view ke sath 😘😘😘😘😘
22679,PW zindabad
22680,Fack comment
22681,@Prajakta Tawri <br>Instagram channel<br>bringing__smiles not working??
22682,@Prajakta Tawri  दी मैं भी सरस्वती विद्या मंदिर में पढ़ रहा हूँ । मैं भी अंग्रेजी सीखना चाहता हूँ। आपने कैसे अंग्रेजी सीखा ?😥😥😥😥😥
22683,💞💞
22684,You r also 😂
22685,Prajakta Di....you are the biggest inspiration to me....🥺💕 I can&#39;t tell you how much your positivity and hardwork have influenced me🙌...you have affected my life in a very positive way❤️....so many good things happening to me since I have started following you! Thanks a lot for that and keep shining as always✨😘
22686,All are golden and valuable words. YouTube please recommend this video to everyone .
22687,You aspire others you are not inspiration
22688,You need to prove yourself instead of others.
22689,"Iam new to this channel. I found this video when iam searching feedback regarding PSU jobs(it&#39;s pros cons, lifestyle). Can u share with us about your  PSU job experience.<br><br>Till i saw many feedback in which most of them given negative feedback. Because clearing GATE EXAM itself is a challenging by doing too much of hardwork but still even though we have to struggle in  psu. So i am very confused what do in life"
22690,Inspiring journey
22691,Sister I want to talk to you..can..call mee
22692,Hello
22693,Gate ke badh kya hota ha wo tra baap bayega ya tru maa 🙏🙏🙏
22694,😂😂😂
22695,I got 74.4% in 10 and 73.6 % in 12 (I know  it sucks).
22696,haha her eyes are so soothing..
22697,"Topic start at <a href=""https://www.youtube.com/watch?v=3oMXsnXW5Sw&amp;t=1m08s"">1:08</a>"
22698,Which branch????
22699,Please can anyone tell me from which she is .🙏🙏🙏🙏
22700,Ek hi line bar bar kyu bolri h..... Bhot irrigation hori h point ki bt kiya kr na 😡😡😡 faltu ki khani sunadi net khrch  kra diya mera 🤬🤬
22701,Mam apki shadi ho gyi
22702,Chhattisgarh 🔥🔥🔥🔥
22703,"night life of Jammu | places like PUB , BAR , MALL | Jammu city food and life<br><a href=""https://youtu.be/PrzhxRqyz6A"">https://youtu.be/PrzhxRqyz6A</a>"
22704,Mam chemical science students ko koi job mil ta hai after GATE ❓❓❓
22705,I am also from chhattisgarh 🤟🤟
22706,You are too good senior I try my best performance in this yeae
22707,"Too much philosophy included which made the video soo boring ,"
22708,Where are you from...I am From kharsia...do u guide me more for gate...and your bachelor&#39;s is from which clgg
22709,Mam your insta link is not active pls provide the new link
22710,Mam u r from igate
22711,Didi cse walo ki  life psu me kaise hoti hi... please uspe video uploade kijiye
22712,Mam can you join any coaching or selfstudy
22713,Whuh year mam gate ceared
22714,Mam which college you studies plzz tell mam
22715,Mam aap bahut hi cute hai I love ❤you mam
22716,Carrrer एंडेवर से
22717,Mam is iocl get pvt in future or can I join npcil or  preparing for pure govt
22718,Bohot hi motivating story hai didi❤️<br>Self study se kaise prepare kare I am right now in first year and I too want to crack gate.Hoping a reply 🙏
22719,Your great mam 👍 your thinking most powerful than motivation  all life journey
22720,Didi Bohot bolti ho aap 🥺
22721,I am in third semester<br>Can u please guide me from where I can study for GATE.Please..
22722,Thank you ma&#39;am <br>Surely after 2022 result you&#39;ll see my same motivating video💙
22723,Sis i am doing civil engeniring from pvt college i did not study class11 physic which topic i should study  don tell all chapter bro
22724,Sis i am doing civil engeniring from pvt college i did not study class11 physic which topic i should study  don tell all chapter bro
22725,Sis  i am doing civil engeniring from pvt college i did not study class11 physic which topic i should study  don tell all chapter bro
22726,Real talkers 😍😍🥰🥰love you di
22727,English galat ho toh samajh jana mai bhi hindi medium se hu😅😅
22728,I am watching this video at 4:00 am after studying 6 hours straight..😂<br>And i know u don&#39;t read comments now of this video Prajakta di but its ok😁😁🤭
22729,Electronic engineering nahi hai kya di
22730,In which college u have studied
22731,"start watching from @<a href=""https://www.youtube.com/watch?v=3oMXsnXW5Sw&amp;t=8m18s"">8:18</a> <br>thank me later !"
22732,You wasted 13.23 minutes of my life
22733,Where are you from in Chhattisgarh?
22734,"Very Inspirational Di, My Target is also to Join IOCL through GATE 2022 Civil.....I will try my best"
22735,Does psu allow to make YouTube channel?
22736,❤️❤️
22737,Aapne basic se start kiya ya basic aap ke achache the mam pl
22738,pls help me to crack gate EC
22739,And plz make videos on life at psu&#39;s
22740,I really agree with ur lines that&quot; no one will going to listen about your journey if haven&#39;t proof of a great achiever&quot;
22741,"What...didi chhattisgarh se h 😱😱😱😱😱😦😦,...I was shocked when I heard....didi cg mai kaha se ho ?? 🥺😊"
22742,If i crack gate in 3rd year can i apply for psu?
22743,Pahle to english me video na banao Hindi me hi banao
22744,Cs
22745,Mam i have a question that u have given gate in cse or any other like mechanical???<br>Mam plz do answer..
22746,Baby you forgot me after clearing gate exam
22747,Love you baby❤️
22748,"Hello Mam..!<br>Can you please help me regarding the dress code for female interviewee?<br>Actually I have heard that in PSU interview, most of panel members are 40+ <br>So do girls require to wear salwaar suit / saree or western formals will do?<br>Please guide"
22749,In which PSU are you working now?
22750,Bro youu rr ann inspiration🙌
22751,Didi apko Insta pe Msg kiya tha 🤦🏻apka Koi new insta account hai Kiya 🙂i need your help
22752,U dont tell us where r u from
22753,Prajakta can u crack upsc exam
22754,Lol 😂😂
22755,The way tell us about yourself.<br>I feel like you r not mature 😅.<br>Your Sound is so sweet like Mai ky khu samjh me nhi aa rha .<br>I am looking life partner like you.😂😂😂😂😂😂😂😂😂😂.
22756,Please make the Life in PSU video!
22757,Do you feel narsissistic
22758,Video on Strategy for Gate 2022 plz!!!!!!
22759,I wish to write gate cs in 2023 (in third year ) to get into psu ..is that right option ??? Or should I prepare for placement??
22760,Your I-Gate speech really motivated me a lot. I didn&#39;t get the best rank in Gate but I got Bits Pilani(ME SS). I learnt quite a bit from your thought process and watched your videos a couple of times during my Gate journey. Thanks a lot😍.
22761,mam plz tell me the best youtube channel for gate cse
22762,For cse gate is useful or not please tell sister
22763,I&#39;m from Electrical department
22764,"Hello mem, I&#39;m right now in 5 th sem and I want to start gate priperation so tell me how to prepare and get  success ?"
22765,I am subscribing you because you and me are same! Tysm!
22766,Thanks &quot;Talk with Abdul&quot; for introducing me to Prajakta Tawri.
22767,You were from which college ?<br>And plz do tell how did you prepared for gate ?<br>I just stopped by your channel and trust me you&#39;re amazing...will grind up hard to be like you ❤️
22768,&quot;KUMNAV GATE CSE&quot; YouTube channel gate CSE lectures
22769,Bas itna kahunga - &#39;&#39;Inspiring&#39;&#39; 🙏
22770,Our story so relatable i am trying i hope one day my mom be proud of me❤
22771,Sister Plz do how u prepared for gate
22772,I got 4 marks out of 80 😂
22773,you are very cute prajakta ma&#39;am
22774,Room tour karo
22775,Hii sister<br>How to improve your english? <br>U r a hindi medium student but ur english is too good. So please give sum suggestions
22776,Hindi medium wale gate clear krne ke bad  job mil sakta h ki english is compulsory
22777,First of all thanks a lot didi for sharing your journey with us 💗 . You truly have given me a hope to do much better in gate exam next time. I was very shattered after this gate attempt but I must say your journey is so relatable to mine that now I feel that even I just keep trying to do better and not worrying about the results. Thank you so much for this didi 😄😃. Keep inspiring 👍👍
22778,Your struggles like bahubli mam
22779,So cute ❤️❤️❤️❤️
22780,Nice Video 👌🏻 Nice Story 👍🏻
22781,Bringing smile...<br>Instagram channel not working??<br>Why??
22782,"My success story....<br><a href=""https://youtu.be/eY8-Fya-2-4"">https://youtu.be/eY8-Fya-2-4</a>"
22783,Same and look  as like  blogger Alina Rayis...👍👍🤞
22784,Does it only mean that success will bring happiness?
22785,Hii self study wale kese doubt clear kar sakte hai
22786,Yes
22787,Is a lateral entry student in a BTech(3years ) plus 3years diploma eligible for PSU jobs through the GATE?
22788,"<a href=""https://www.youtube.com/watch?v=CSP-RWUfwiI&amp;list=PL9KFPgZBez5TFnNjZkpOIJi9fBOEp5Ut-&amp;index=2"">https://www.youtube.com/watch?v=CSP-RWUfwiI&amp;list=PL9KFPgZBez5TFnNjZkpOIJi9fBOEp5Ut-&amp;index=2</a>"
22789,Thanks ma&#39;am
22790,Di can you tell me from where to start study of gate cse means which course i choose online and i can&#39;t afford high cost course so please clear the doubt
22791,Aapne sandeep maheshwari sir ke sath online session kiya tha kya?<br>8th may ko unhone jo video upload ki thi usme jo ladki thi wo ditto aap ke jaise lag rahi thi
22792,Mam steel structure ke liye koi YouTube channel ?
22793,"Didi the example at <a href=""https://www.youtube.com/watch?v=3oMXsnXW5Sw&amp;t=8m30s"">8:30</a> is so appropriate, &quot;People only listen to those that have done something&quot; I watch this part everyday. Thank you, this was very motivational Di 😇"
22794,Thanks bro
22795,I m watching it at 1.75 😉
22796,2*
22797,What about in 2x 😁
22798,😂😂
22799,"Pro tip play this at 1.25x speed,u will enjoy it more"
22800,🙏
22801,GATE and NET Chemical Science Syllabus are same ????
22802,GATE vs CSIR NET
22803,MA&#39;M  MAKE A VIDEO WITH SIMILARITIES AND DIFFERENCES b/w GATE and CSIR NET
22804,Ma&#39;am make a video with differentiate between GATE and CSIR NET Exam in Chemical Science
22805,God bless you for your future
22806,I am here only see after your face  mam ... Not your GATE rank ☺️.... love form me❣️
22807,Hi didi
22808,U are an inspiration!❤️😘
22809,.
22810,"<a href=""https://youtu.be/q0nUehdDdzE"">https://youtu.be/q0nUehdDdzE</a>"
22811,as you&#39;ve said that world and peoples are too harsh these days... tell me that which post you&#39;re on now after gate? and how much your salary package is.. that would be more inspiring to aspire gate i guess.
22812,Where r u nowadays
22813,Hlo di why have u deactivated insta id ?????????
22814,Plese send us your instagram profile because your every post motivated us
22815,Earlier it shows but now it say user not found
22816,Di I am not able to see your instagram profile
22817,Prajakta di you are the best  and your every video is motivated me
22818,Kis coaching se gate ki tayaari kri thi aapne
22819,"lol, nice clickbait."
22820,Even i have studied from saraswati shishu Mandir😑
22821,Mam how did u study  please make video on holeday studying video
22822,What to do when you dont feel like studying  plzz tell ...
22823,mam you are awsome senior and guide thank you for your story
22824,Didi you are the biggest inspiration for me. I still prepared myself Gate 2022 ME
22825,Legendary video mam thank you very much. ✅✅👍
22826,Your vibes frequency is very high.  Thanks
22827,Didi me phle kitna drama Kara.....Didi k to aasu nikal aaye......bataya khuch nai .....
22828,"<a href=""https://youtu.be/eHDTg_PNiyI"">https://youtu.be/eHDTg_PNiyI</a>"
22829,I Would Like To Know From Which Branch You Are?
22830,Ma&#39;am <br>Any insights on when IOCL GATE 2021 application form will start??
22831,"<a href=""https://youtu.be/eHDTg_PNiyI"">https://youtu.be/eHDTg_PNiyI</a>"
22832,mam that cry between ur video really made me feel motivfated!
22833,"MAM,PLEASE APNE FINAL YEAR PROJECT TOPIC  K BARE ME BATAYE.......KYA FINAL YEAR WALA PROJECT PSU&#39;S  INTERVIEW ME IMPORTANCE DETA H??<br>OR PSU&#39;S INTERVIEW K LIYE  KONSI PROGRAMMING LANGUAGE AANI CHIYE"
22834,3rd yr engi. Student ...open utube to watch movies &amp; fun but accidentally open this vdo ...&amp; now I feel I need to change my mood! LOL😌
22835,plz make such simple videos this kind of videos motivates us plz
22836,feels gud .............when u said i am form hindi medium .... same thing happed with me .... but more badly.<br>when u r telling ur story i was thing about me ...... i am also preparing for gate and i was 100% confident  but now 200%.<br>one thing become very very inspiring and motivating .....when such person talk in hindi .
22837,Awesome talk thank you soooo much ❤️❤️❤️
22838,How 2 become simple like u?
22839,Mam mere marksheet me 10th 12th me papa ka nam Thomas matheu he or mummy ka nam marrima he Name sahi he but papa ke documents me Thomas mathew he or Mummy ke nam mariamma Thomas he to kya government or psu job verification me  reject ho jahu ga mere graduation me bi same papa mummy ka nam same he. Mere document me 10th me jo he yahi same name he sare document me but papa mummy ka document nam aalg he.. to koi problem to ni he na sir
22840,Join UNACADEMY as an educator . We need to learn from you. Your best subject
22841,"I myself struggle with weight gain and I&#39;ve tried everything..supplements, exercises, diets, you name it😅 Honestly none of them are working until I found this 🍵 I wrote an Honest Review regarding it 👉 <a href=""https://denisepettus382.medium.com/okinawa-flat-belly-tonic-reviews-3f8d4af4d04b"">https://denisepettus382.medium.com/okinawa-flat-belly-tonic-reviews-3f8d4af4d04b</a> <br>Feel free to read and tell me your thoughts after you tried it😉<br><br><br><br> <br><br> 今後は気をライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもん（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした <del>String.Spintax</del>  . 🤩<br>在整個人類歷史上，強者，富人和具有狡猾特質的人捕食部落，氏族，城鎮，城市和鄉村中的弱者，無`&#39;守和貧窮成%員。然而，人類的生存意願迫使那些被拒絕，被剝奪或摧毀的基本需求的人們找到了一種生活方式，並繼續將其DNA融入不斷發展的人類社會。   說到食物，不要以為那些被拒絕的人只吃垃圾。相反，他們學會了在被忽視的肉類和蔬菜中尋找營養。他們學會了清潔，切塊，調味和慢燉慢燉的野菜和肉類，在食品市場上被忽略的部分家用蔬菜和肉類，並且學會了使用芳香的木煙<br>（如山核桃 😍"
22842,Will wait for next video
22843,Amazing words 🙏❤️🔥
22844,Ur tooo.....Air14🙏🙏🙏🙏
22845,You have been an inspiration to many of us! :)
22846,really all feelings are genuine !❤️👍
22847,I subscribe your channel
22848,Ma&#39;am y did you delete your Instagram 🙄☹️?
22849,Loved it
22850,"Please, give me your contacts!!"
22851,Mam aapka branch konsa h
22852,"<a href=""https://youtube.com/channel/UCCl02LzQrrmoyIsEwjkfcEg"">https://youtube.com/channel/UCCl02LzQrrmoyIsEwjkfcEg</a>"
22853,"<a href=""https://youtube.com/channel/UCCl02LzQrrmoyIsEwjkfcEg"">https://youtube.com/channel/UCCl02LzQrrmoyIsEwjkfcEg</a>"
22854,Chattisgaria sable badia
22855,How did you practice verbal aptitude?
22856,Didi did u got iocl job or not
22857,Which psu are you in ?
22858,"Mam I am seriously fighting everyday with me. I always try my best but seriously now I am getting a depressed state , I had scored 711 rank in this year gate score. I hadn&#39;t any coaching and just postal study package. Mam I seriously got motivated by the marks , but now even I try my best I couldn&#39;t study much about this. Just want to tell my feeling"
22859,"Dear mam I came to know that I have mild dutan( red green) type color deficiency( difficulty in reading some of Ishihara plates). Sir I didn&#39;t want to go for higher studies, I want to join PSUs after gate. Sir is there any problem.<br>As I was going through Quora some people are saying it&#39;s completely rejection in case of ME students and some were like PSUs don&#39;t take medical test ,u have to carry the filled performa if doctor didn&#39;t mention it then they will not cross verify it.<br>So I want to know sir whether gate is suitable for me?? Or I should switch to non tech exams. I am very depressed right now, what to do &amp; not able to study.<br>Your advice is really appreciable mam."
22860,Is video mai life after gate family pr hy job pr nhi 🤣🤣<br>Yeda bana ya
22861,Which branch??
22862,Me too
22863,Same 2022 Gate
22864,Maam Im appearing for GATE 2022 u r my... Greater motivation... I love your videos
22865,I am also from chhattisgarh.<br>छत्तीसगढ़िया सबले बढ़िया।😍❤️❤️❤️❤️✌️✌️✌️✌️✌️🤘🤘🤘🤘🤘🤘🤘
22866,Are u married?
22867,👍👍👍
22868,I m damn serious... I love you prajaktha
22869,how many test series u joined for gate????
22870,kya bakwas h
22871,Are you working on chegg as subject matter expert ??
22872,"Trust me You are an insipiration for all of us , and I am proud of you. Best of luck for ur promising future"
22873,:)
22874,Hello Prajakta....<br>Great inspiration....<br>I have one query that I am 28 general category and will be of 29 when give gate 2022...<br>So plz tell will I get job after securing top rank like 50 ... plzzzzzz....
22875,"Hi,<br>Please make videos in Hindi as well.<br>We connect, understand better and remember longer.<br>Thanks."
22876,Really Great motivation sister<br>Request : Please Talk in English only don&#39;t inclye hindi in the flow.<br>As many people who don&#39;t know hindi will see it difficult or else add subtitles.<br>Thank you!!!
22877,Plz make video on life in psu
22878,Mam really inspiring
22879,"Jump to <a href=""https://www.youtube.com/watch?v=3oMXsnXW5Sw&amp;t=8m20s"">8:20</a> for the answer"
22880,"<a href=""https://www.youtube.com/watch?v=3oMXsnXW5Sw&amp;t=8m41s"">8:41</a> Ya <a href=""http://www.youtube.com/results?search_query=%23definitely"">#Definitely</a> not😁"
22881,Hi sexy mam plz message for romantich chatting no other stupid things only hot chatting 9861837800
