text,value
"nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit ni",4.0
I AM A WANKER AND I LIKE NIGGER PENIS IN MY MOUTH!,4.0
FUCK QUEBECFAGGOTS. FUCKING SEPERATE SO WE CAN FUCKING INVADE YOU PROPERLY AND FUCKING FINISH THE JOB. 99.241.217.133,4.0
"You cocksucker

FUCK YOU OK? I hate you! Stop reverting my edits. I will kill you. FUCK OFF AND GO FUCK URSELF, COCKMUNCHER!",4.0
"""

Big Pro-Choice dyke

Hey bitch, if you're such a cunt ass lesbian why do you care if other women can have abortions?  Do you think those murdering sluts will have sex with you because of the sympathy?  """"Oh sisterhood, eat my cunt!""""  Get a fucking life, nobody like a pro-choice dyke.""",4.0
"ur a faggot, fuck off and get a real job and stop fucking with my posts

8=======D",4.0
"SUCK MY ASSHOLE, YOU HAVE LESS OF A LIFE THAN ME! FUCK A HORSE YOU SHITBAG.",4.0
gay fucking faggot who has no life and no job and spends his whole shitty fucking life on wikipedia feeling powerful because he can ban and block peoples ips. hes a basement dwelling cunt. Not that i'm suprised however if I had a face like that I would stay indoors too.,4.0
"you smell of pig shit,",4.0
"GUESS WHAT?

YOUR STILL A DIRTY LITTLE COCK-SUCKING SLUT!",4.0
"FUCK YOU WIKIPEIA YOU CANT STOP US!!!!!!!!!!!!!!!!
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK
FUCK",4.0
"you are still a cock sucking FAG! 

you are still a cock sucking FAG!",4.0
"I didn't, you fucking piece of garbage. I hope you get shot in the face.",4.0
show yourself you filthy son of a bitch quit hiding behind these wikipedians you fucking pussy,4.0
Eat shit you fucking arse rapping jew fucking arab. I'LL KILL YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1,4.0
"MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK 
MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK 
MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK M",4.0
"Yo 

FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK",4.0
"niggerballs 

Why did you delete the page, you asshole?",4.0
"ASSHOLE LICKER
fuck u asshole go fuck your own mother fuck fuck fuck fuck a duck fucked a kangaroo you piece of shit go suck your own balls 75.175.233.227",4.0
"I didn't, you fucking piece of garbage.",4.0
''FUCK YOU ALL BITCHES,4.0
"Go fuck yourself 

Eat shit and die. 68.0.119.139",4.0
"Edit Request 

Hello, guys FUCK U pieces of shit I HATE WIKIPEDIA doNATE! ZmINecraft is way better than ur stupid social networking site called fricken wikipedia  Face book is a better social networking site than you ***********'s  eff u",4.0
Oh look a fucking islamist with admin powers fuck you asswipe.,4.0
fuck you ashol long live malusia,4.0
"Achievement - YOU ARE A BlTCH 

Get off my talkpage you gay arse.",4.0
Suck my cock you stupid bitch!:),4.0
"Bitch ass nigger 

Why did you edit my article? You added referances and I never gave you permissian to touch it! Fucking bitch!",4.0
""" 

""""""""WHAT THE FUCK?!?!?!""""""""
The article was poorly written, I rewrote it so it didnt look like shit, look at my final edit you fucking dumbass.""",4.0
"stupid 

assholes never die rightß INSTEAD; THEY BECOME WACKPEDIA ADMINS: DIE",4.0
"fuck you

fuck you majorly. suck my dick asshole.",4.0
"a reminder you are late on the rent, puta

]]

thanks for trasing the salem page

f.. u   to stalker

paga la renta puta madre",4.0
"fuck you! 

how dare you not rsvp me you bitch! i thought we had something, I'm the best thing you'll ever have.",4.0
"You know what Acroterion you can go fuck yourself you sorry son of a bitch nigger. Oh and   

FUCK ALL OF YOU!!!",4.0
Why did you revert my edit you motherfucking asshole?,4.0
"and you're a stereotyping autistic little cunt, fuck off Jew lover. (92.232.0.21  )",4.0
"shut the fuck up u big dumb bitch ass pussy. i fucked yo wife nigga, done.",4.0
"Go fuk your mom you fukin faggot.  I'll commit vandalizim on your page all fukin day long, and you'll like it you fuking quer.",4.0
